Name,Brewery,Price,Rating,ABV,Style,Image_File,URL,Country,Label_Color,Text_Color,Analysis_Error
Dock 63,Le Ketch,11.50,4.24,6.5%,IPA - New England / Hazy,beer-images.beerizer.com%2Fraw%2F99%2F43%2F433229.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/dock-63--433229"", ""Beer Page"")",Canada,blue,white,
Hugin - Imperial Stout,RYGR Brygghús,9.95,4.24,13%,Stout - Imperial / Double,beer-images.beerizer.com%2Fraw%2F99%2F43%2F433431.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/hugin-imperial-stout--433431"", ""Beer Page"")",Norway,black,gold,
Howling At The Moon (2022),Bofkont,55.96,4.24,6%,Lambic - Fruit,beer-images.beerizer.com%2Fraw%2F99%2F43%2F432896.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/howling-at-the-moon-2022--432896"", ""Beer Page"")",Belgium,blue,white,
SenseScape (2025),Badlands Brewing Company,11.95,4.24,8.2%,IPA - American,beer-images.beerizer.com%2Fraw%2F99%2F43%2F432840.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/sensescape-2025--432840"", ""Beer Page"")",Canada,black,white,
Moonwalk (2024),Bofkont,54.95,4.24,6%,Lambic - Fruit,beer-images.beerizer.com%2Fraw%2F99%2F43%2F432900.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/moonwalk-2024--432900"", ""Beer Page"")",Belgium,blue,white,
Daze (28-5),Tree House Brewing Company,19.95,4.24,6.9%,IPA - New England / Hazy,beer-images.beerizer.com%2Fraw%2F99%2F43%2F433535.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/daze-28-5--433535"", ""Beer Page"")",United States,purple,white,
Kutfruit (2021),Bofkont,59.95,4.24,6%,Lambic - Fruit,beer-images.beerizer.com%2Fraw%2F99%2F43%2F432897.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/kutfruit-2021--432897"", ""Beer Page"")",Belgium,blue,white,
À La Guillotine,Messorem,10.50,4.24,8%,IPA - New England / Hazy,beer-images.beerizer.com%2Fraw%2F99%2F43%2F433263.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/a-la-guillotine--433263"", ""Beer Page"")",Canada,red,white,
Too Much Bliss BA,Blackout Brewing,10.95,4.24,13%,Stout - Imperial / Double Milk,beer-images.beerizer.com%2Fraw%2F99%2F43%2F432874.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/too-much-bliss-ba--432874"", ""Beer Page"")",Romania,black,white,
Shaolin,BreWskey,10.95,4.24,8.2%,IPA - Imperial / Double New England / Hazy,beer-images.beerizer.com%2Fraw%2F99%2F43%2F432969.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/shaolin--432969"", ""Beer Page"")",Canada,orange,black,
The Thin Crust of Civilization - Weller BA,Blackout Brewing,10.95,4.24,12%,Strong Ale - American,beer-images.beerizer.com%2Fraw%2F99%2F43%2F432873.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/the-thin-crust-of-civilization-weller-ba--432873"", ""Beer Page"")",Romania,brown,white,
TRPL3 #1,Gaspard Brasserie Artisanale,10.95,4.24,10%,IPA - Triple New England / Hazy,beer-images.beerizer.com%2Fraw%2F99%2F43%2F433146.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/trpl3-1--433146"", ""Beer Page"")",Canada,green,white,
Deth By Bramble (2024),Revolution Brewing Company,16.95,4.24,13%,Stout - Imperial / Double Oatmeal,beer-images.beerizer.com%2Fraw%2F99%2F43%2F433421.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/deth-by-bramble-2024--433421"", ""Beer Page"")",United States,blue,white,
DDH Spur,Polly's Brew Co.,8.50,4.24,10%,IPA - Triple New England / Hazy,beer-images.beerizer.com%2Fraw%2F99%2F43%2F433393.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/ddh-spur--433393"", ""Beer Page"")",Wales,blue,white,
"Apocrypha: Port Ruby & Tawny Barrel Aged (2025, Red Wax)",Hop Hooligans,11.95,4.24,15.5%,Stout - Imperial / Double,beer-images.beerizer.com%2Fraw%2F99%2F43%2F433189.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/apocrypha-port-ruby-tawny-barrel-aged-2025-red-wax--433189"", ""Beer Page"")",Romania,gold,black,
Bone Tree - DDH Fifth Anniiversary,Third Moon Brewing Company,10.95,4.24,6.5%,IPA - New England / Hazy,beer-images.beerizer.com%2Fraw%2F99%2F43%2F433504.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/bone-tree-ddh-fifth-anniiversary--433504"", ""Beer Page"")",Canada,black,white,
Barbera White Label (2022),Bofkont,59.95,4.24,6%,Lambic - Fruit,beer-images.beerizer.com%2Fraw%2F99%2F43%2F432889.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/barbera-white-label-2022--432889"", ""Beer Page"")",Belgium,black,white,
So Happens It's Tuesday (2021),The Bruery,43.95,4.24,15.3%,Stout - Imperial / Double,beer-images.beerizer.com%2Fraw%2F99%2F43%2F433498.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/so-happens-its-tuesday-2021--433498"", ""Beer Page"")",United States,white,black,
Chilli X Mango X Passionfruit Smoothie Sour Ale,Ārpus Brewing Co.,6.95,4.24,5%,Sour - Smoothie / Pastry,beer-images.beerizer.com%2Fraw%2F99%2F43%2F432781.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/chilli-x-mango-x-passionfruit-smoothie-sour-ale--432781"", ""Beer Page"")",Latvia,green,white,
Barcode: Nitro Blue,Moersleutel Craft Brewery,12.95,4.24,14%,Stout - Russian Imperial,beer-images.beerizer.com%2Fraw%2F99%2F43%2F433290.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/barcode-nitro-blue--433290"", ""Beer Page"")",Netherlands,blue,white,
Banana X Passionfruit X Mango X Pineapple Smoothie Sour Ale,Ārpus Brewing Co.,6.95,4.24,4.5%,Sour - Smoothie / Pastry,beer-images.beerizer.com%2Fraw%2F99%2F43%2F432779.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/banana-x-passionfruit-x-mango-x-pineapple-smoothie-sour-ale--432779"", ""Beer Page"")",Latvia,blue,white,
Insurgence,Ophiussa Brewing Co.,12.95,4.24,14%,Stout - Imperial / Double,beer-images.beerizer.com%2Fraw%2F99%2F43%2F433355.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/insurgence--433355"", ""Beer Page"")",Portugal,blue,white,
Queen Citra,Tin Barn Brewing,11.95,4.23,9.3%,IPA - Triple New England / Hazy,beer-images.beerizer.com%2Fraw%2F99%2F43%2F433519.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/queen-citra--433519"", ""Beer Page"")",United States,green,white,
May DIPA (2025),Badlands Brewing Company,11.95,4.23,8.2%,IPA - Imperial / Double,beer-images.beerizer.com%2Fraw%2F99%2F43%2F432839.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/may-dipa-2025--432839"", ""Beer Page"")",Canada,white,black,
More Than Amber (Cellar Series),Põhjala,8.95,4.23,13%,Porter - Imperial / Double,beer-images.beerizer.com%2Fraw%2F99%2F43%2F433387.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/more-than-amber-cellar-series--433387"", ""Beer Page"")",Estonia,white,black,
Bistro Lemon Meringue Pie,Energy City Brewing,10.95,4.23,6.5%,Sour - Fruited Berliner Weisse,assets.untappd.com%2Fsite%2Fbeer_logos%2Fbeer-4283239_e7f84_sm.jpeg,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/bistro-lemon-meringue-pie--433064"", ""Beer Page"")",United States,beige,black,
Congruity: Premier Cru,Insight Cellars,37.95,4.23,7.4%,Wild Ale - Other,beer-images.beerizer.com%2Fraw%2F99%2F43%2F433193.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/congruity-premier-cru--433193"", ""Beer Page"")",Denmark,black,white,
Even More Jesus XII,Siren Craft Brew,7.50,4.23,12%,Stout - Imperial / Double,beer-images.beerizer.com%2Fraw%2F99%2F43%2F433475.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/even-more-jesus-xii--433475"", ""Beer Page"")",England,black,white,
Reflections (10 Year),Side Project Brewing,34.95,4.23,5%,Wild Ale - American,beer-images.beerizer.com%2Fraw%2F99%2F43%2F433467.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/reflections-10-year--433467"", ""Beer Page"")",United States,white,black,
A Decade of Hop Decadence,Hop Butcher For The World,11.95,4.23,8.5%,IPA - Imperial / Double New England / Hazy,beer-images.beerizer.com%2Fraw%2F99%2F43%2F433186.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/a-decade-of-hop-decadence--433186"", ""Beer Page"")",United States,orange,white,
Hopsicle (2025),FUERST WIACEK,6.95,4.23,8%,IPA - Imperial / Double New England / Hazy,beer-images.beerizer.com%2Fraw%2F99%2F43%2F433132.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/hopsicle-2025--433132"", ""Beer Page"")",Germany,white,black,
Saint Lamvinus (2024),Brasserie Cantillon,29.95,4.23,7.5%,Lambic - Fruit,beer-images.beerizer.com%2Fraw%2F99%2F43%2F432929.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/saint-lamvinus-2024--432929"", ""Beer Page"")",Belgium,blue,red,
Nebbiolo White Label (2022),Bofkont,55.95,4.23,6%,Lambic - Fruit,beer-images.beerizer.com%2Fraw%2F99%2F43%2F432903.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/nebbiolo-white-label-2022--432903"", ""Beer Page"")",Belgium,blue,white,
Barometre De Vie,Messorem,11.50,4.23,8%,IPA - Imperial / Double New England / Hazy,beer-images.beerizer.com%2Fraw%2F99%2F43%2F433264.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/barometre-de-vie--433264"", ""Beer Page"")",Canada,dark brown,white,
Capitaine Grace,Le Ketch,10.95,4.23,6.5%,IPA - New England / Hazy,beer-images.beerizer.com%2Fraw%2F99%2F43%2F433233.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/capitaine-grace--433233"", ""Beer Page"")",Canada,black,white,
Bière du Pays (10 Year),Side Project Brewing,34.95,4.23,4%,Farmhouse Ale - Saison,beer-images.beerizer.com%2Fraw%2F99%2F43%2F433458.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/biere-du-pays-10-year--433458"", ""Beer Page"")",United States,white,black,
"Dock 107 - Superdelic, Motueka & Manilita",Le Ketch,12.50,4.23,6.5%,IPA - New England / Hazy,beer-images.beerizer.com%2Fraw%2F99%2F43%2F433226.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/dock-107-superdelic-motueka-manilita--433226"", ""Beer Page"")",Canada,blue,white,
Druif Muscat Bleu season 19,Brouwerij 3 Fonteinen,39.95,4.23,8%,Lambic - Fruit,beer-images.beerizer.com%2Fraw%2F99%2F43%2F432974.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/druif-muscat-bleu-season-19--432974"", ""Beer Page"")",Belgium,green,white,
Time Spiral,Spartacus Brewing,6.95,4.23,9.4%,IPA - Triple New England / Hazy,beer-images.beerizer.com%2Fraw%2F99%2F43%2F433482.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/time-spiral--433482"", ""Beer Page"")",Brazil,black,white,
Swirlee - Strawberry,Drekker Brewing Company,11.95,4.23,6.5%,Sour - Fruited,assets.untappd.com%2Fsite%2Fbeer_logos%2Fbeer-6272207_339ff_sm.jpeg,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/swirlee-strawberry--433061"", ""Beer Page"")",United States,red,white,
Black Currant x Cherry x Blueberry x Coconut x Almond Smoothie Sour Ale,Ārpus Brewing Co.,6.95,4.23,4.5%,Sour - Smoothie / Pastry,beer-images.beerizer.com%2Fraw%2F99%2F43%2F432780.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/black-currant-x-cherry-x-blueberry-x-coconut-x-almond-smoothie-sour-ale--432780"", ""Beer Page"")",Latvia,green,white,
Brewster Hut (16-5),Tree House Brewing Company,19.95,4.23,7%,IPA - New Zealand,beer-images.beerizer.com%2Fraw%2F99%2F43%2F433534.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/brewster-hut-16-5--433534"", ""Beer Page"")",United States,white,black,
Willett Whangdoodle,The Veil Brewing Co.,47.95,4.22,11.5%,Stout - Imperial / Double Milk,beer-images.beerizer.com%2Fraw%2F99%2F43%2F433503.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/willett-whangdoodle--433503"", ""Beer Page"")",United States,gold,black,
Café Del Bastardo (2021),Nickel Brook Brewing Co.,14.95,4.22,11.9%,Stout - Imperial / Double Coffee,beer-images.beerizer.com%2Fraw%2F99%2F43%2F433343.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/cafe-del-bastardo-2021--433343"", ""Beer Page"")",Canada,black,white,
HORAL's Oude Geuze Mega Blend (2011),Brouwerij 3 Fonteinen/ Brouwerij Boon/ Brouwerij De Troch/ Brouwerij Lindemans/ + 4 breweries,39.95,4.22,7%,Lambic - Gueuze,beer-images.beerizer.com%2Fraw%2F99%2F43%2F433000.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/horals-oude-geuze-mega-blend-2011--433000"", ""Beer Page"")",Belgium,black,yellow,
SpontanFermier (Blend #2),Side Project Brewing,14.95,4.22,7.4%,Farmhouse Ale - Saison,beer-images.beerizer.com%2Fraw%2F99%2F43%2F433473.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/spontanfermier-blend-2--433473"", ""Beer Page"")",United States,white,black,
The Sandeman Cellars (2022),Bofkont,55.95,4.22,6%,Lambic - Fruit,beer-images.beerizer.com%2Fraw%2F99%2F43%2F432909.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/the-sandeman-cellars-2022--432909"", ""Beer Page"")",Belgium,white,blue,
Triple Reveries of Motueka,Factory Brewing,7.95,4.22,10%,IPA - Triple New England / Hazy,beer-images.beerizer.com%2Fraw%2F99%2F43%2F433086.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/triple-reveries-of-motueka--433086"", ""Beer Page"")",Finland,white,black,
Enne Koitu,Lehe Pruulikoda,9.95,4.22,10.5%,Stout - Imperial / Double,beer-images.beerizer.com%2Fraw%2F99%2F43%2F433237.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/enne-koitu--433237"", ""Beer Page"")",Estonia,black,white,
Speling Van Het Lot XVIII.iv: Single Wood,Brouwerij 3 Fonteinen,37.95,4.22,6.8%,Lambic - Gueuze,beer-images.beerizer.com%2Fraw%2F99%2F43%2F432992.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/speling-van-het-lot-xviiiiv-single-wood--432992"", ""Beer Page"")",Belgium,dark,light,
Infomercials,BlackStack Brewing,11.50,4.22,7.2%,IPA - Imperial / Double,beer-images.beerizer.com%2Fraw%2F99%2F43%2F432876.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/infomercials--432876"", ""Beer Page"")",United States,black,white,
Zes,Tommie Sjef,34.95,4.22,7.1%,Wild Ale - Other,beer-images.beerizer.com%2Fraw%2F99%2F43%2F433532.png,"=HYPERLINK(""https://beerizer.com/shop/hoppenaar/zes--433532"", ""Beer Page"")",Netherlands,white,black,
