Name,Brewery,Price,Rating,ABV,Style,Image_File,URL,Country,Label_Color,Text_Color,Analysis_Error
Arabier Zwaar Blond,Brouwerij De Dolle Brouwers,3.55,3.47,8%,Belgian Strong Golden Ale,assets.untappd.com%2Fsite%2Fbeer_logos%2Fbeer-350_1cd1d_sm.jpeg,"=HYPERLINK(""https://beerizer.com/shop/melgers/arabier-zwaar-blond--257007"", ""Beer Page"")",Belgium,blue,white,
Hobgoblin Legendary Ruby Beer,Marston's Brewery,4.35,3.40,5.2%,Brown Ale - English,beer-images.beerizer.com%2Fraw%2F36%2F6%2F62681.png,"=HYPERLINK(""https://beerizer.com/shop/melgers/hobgoblin-legendary-ruby-beer--62681"", ""Beer Page"")",England,brown,white,
Irish Red Ale,O'Hara's Brewery,2.95,3.30,4.3%,Red Ale - Irish,beer-images.beerizer.com%2Fraw%2F36%2F5%2F57787.png,"=HYPERLINK(""https://beerizer.com/shop/melgers/irish-red-ale--57787"", ""Beer Page"")",Ireland,white,black,
Abaddon,Tartarus Beers,9.99,4.30,17%,Stout - Russian Imperial,beer-images.beerizer.com%2Fraw%2F20%2F43%2F432525.jpg,"=HYPERLINK(""https://beerizer.com/shop/debierliefhebber/abaddon--432525"", ""Beer Page"")",England,black,white,
Poke the Hive: Stagg JR BA,Blackout Brewing,10.15,4.26,12%,Barleywine - American,beer-images.beerizer.com%2Fraw%2F20%2F43%2F432527.jpg,"=HYPERLINK(""https://beerizer.com/shop/debierliefhebber/poke-the-hive-stagg-jr-ba--432527"", ""Beer Page"")",Romania,white,black,
Extra Entropy,Blackout Brewing,10.45,4.20,11%,Stout - Imperial / Double,beer-images.beerizer.com%2Fraw%2F20%2F43%2F432528.jpg,"=HYPERLINK(""https://beerizer.com/shop/debierliefhebber/extra-entropy--432528"", ""Beer Page"")",Romania,white,black,
Rust (canned: 26-6-25),SOMA Beer,7.35,4.17,8%,IPA - Imperial / Double New England / Hazy,beer-images.beerizer.com%2Fraw%2F20%2F43%2F432529.jpg,"=HYPERLINK(""https://beerizer.com/shop/debierliefhebber/rust-canned-26-6-25--432529"", ""Beer Page"")",Spain,blue,white,
Ponder (canned: 4-7-25),Revenant Brewing Project,6.49,4.14,9.7%,IPA - Triple New England / Hazy,beer-images.beerizer.com%2Fraw%2F20%2F43%2F432530.jpg,"=HYPERLINK(""https://beerizer.com/shop/debierliefhebber/ponder-canned-4-7-25--432530"", ""Beer Page"")",Finland,white,black,
Tres Hekse,To Øl,7.49,4.10,10%,IPA - Triple New England / Hazy,beer-images.beerizer.com%2Fraw%2F20%2F43%2F432526.jpg,"=HYPERLINK(""https://beerizer.com/shop/debierliefhebber/tres-hekse--432526"", ""Beer Page"")",Denmark,blue,white,
HORAL's Oude Geuze Mega Blend 2024,Brouwerij Boon,16.95,3.93,7%,Lambic - Gueuze,beer-images.beerizer.com%2Fraw%2F20%2F43%2F432531.jpg,"=HYPERLINK(""https://beerizer.com/shop/debierliefhebber/horals-oude-geuze-mega-blend-2024--432531"", ""Beer Page"")",Belgium,white,black,
Kompaan Levensgenieter,KOMPAAN Dutch Craft Beer Company,3.30,3.56,4.5%,IPA - New England / Hazy,beer-images.beerizer.com%2Fraw%2F27%2F43%2F432522.jpg,"=HYPERLINK(""https://beerizer.com/shop/speciaalbierpakket/kompaan-levensgenieter--432522"", ""Beer Page"")",Netherlands,white,red,
Kompaan Bloedbroeder,KOMPAAN Dutch Craft Beer Company,3.85,3.47,9.1%,Stout - Imperial / Double,beer-images.beerizer.com%2Fraw%2F27%2F43%2F432523.jpg,"=HYPERLINK(""https://beerizer.com/shop/speciaalbierpakket/kompaan-bloedbroeder--432523"", ""Beer Page"")",Netherlands,black,white,
Oscillation 040,Finback Brewery,10.84,4.13,8.4%,IPA - Imperial / Double New England / Hazy,beer-images.beerizer.com%2Fraw%2F95%2F40%2F409548.png,"=HYPERLINK(""https://beerizer.com/shop/brewhunter/oscillation-040--409548"", ""Beer Page"")",United States,black,white,
Greenbacks,Other Half Brewing Co.,8.84,4.12,6.8%,IPA - New England / Hazy,beer-images.beerizer.com%2Fraw%2F95%2F40%2F404849.png,"=HYPERLINK(""https://beerizer.com/shop/brewhunter/greenbacks--404849"", ""Beer Page"")",United States,green,white,
Dia De Los Muertos (Ghost: MUERTOS),Adroit Theory,12.34,4.09,13.7%,Stout - Russian Imperial,beer-images.beerizer.com%2Fraw%2F95%2F40%2F409542.png,"=HYPERLINK(""https://beerizer.com/shop/brewhunter/dia-de-los-muertos-ghost-muertos--409542"", ""Beer Page"")",United States,black,white,
Kompaan Daytime Drinking,KOMPAAN Dutch Craft Beer Company,4.25,3.58,5%,Lager - IPL (India Pale Lager),beer-images.beerizer.com%2Fraw%2F27%2F43%2F432520.jpg,"=HYPERLINK(""https://beerizer.com/shop/speciaalbierpakket/kompaan-daytime-drinking--432520"", ""Beer Page"")",Netherlands,white,red,
Futurum Blond,Brouwerij De Toekomst,3.45,3.51,7.5%,Belgian Strong Golden Ale,beer-images.beerizer.com%2Fraw%2F27%2F43%2F432521.jpg,"=HYPERLINK(""https://beerizer.com/shop/speciaalbierpakket/futurum-blond--432521"", ""Beer Page"")",Netherlands,black,white,
Kompaan Brain Freeze,KOMPAAN Dutch Craft Beer Company,4.95,3.74,5%,IPA - Cold,beer-images.beerizer.com%2Fraw%2F27%2F43%2F432519.jpg,"=HYPERLINK(""https://beerizer.com/shop/speciaalbierpakket/kompaan-brain-freeze--432519"", ""Beer Page"")",Netherlands,blue,white,
Kompaan Black Hops,KOMPAAN Dutch Craft Beer Company,4.95,3.62,7%,IPA - Black / Cascadian Dark Ale,beer-images.beerizer.com%2Fraw%2F27%2F43%2F432518.jpg,"=HYPERLINK(""https://beerizer.com/shop/speciaalbierpakket/kompaan-black-hops--432518"", ""Beer Page"")",Netherlands,blue,white,
La Bamba,Uiltje Brewing Company,2.25,3.45,5.9%,Lager - Mexican,beer-images.beerizer.com%2Fraw%2F87%2F43%2F432517.jpg,"=HYPERLINK(""https://beerizer.com/shop/hetbiermeisje/la-bamba--432517"", ""Beer Page"")",Netherlands,orange,white,
Oude Geuze 2023 Blend 56,Brouwerij 3 Fonteinen,12.50,4.27,5.5%,Lambic - Gueuze,assets.untappd.com%2Fsite%2Fbeer_logos%2Fbeer-5755323_2bbf8_sm.jpeg,"=HYPERLINK(""https://beerizer.com/shop/hopsnmore/oude-geuze-2023-blend-56--412067"", ""Beer Page"")",Belgium,white,black,
TDH Vapor Ringz,Other Half Brewing Co.,11.90,4.41,8.4%,IPA - Imperial / Double New England / Hazy,beer-images.beerizer.com%2Fraw%2F48%2F42%2F428482.jpg,"=HYPERLINK(""https://beerizer.com/shop/bierloods22/tdh-vapor-ringz--428482"", ""Beer Page"")",United States,black,white,
Saturday (SCOOOP) (2025),Cycle Brewing Company,41.29,4.19,12.5%,Stout - Imperial / Double Pastry,beer-images.beerizer.com%2Fraw%2F48%2F43%2F432500.jpg,"=HYPERLINK(""https://beerizer.com/shop/bierloods22/saturday-scooop-2025--432500"", ""Beer Page"")",United States,gray,black,
Sunday (2025),Cycle Brewing Company,41.29,3.96,12.5%,Barleywine - Other,beer-images.beerizer.com%2Fraw%2F48%2F43%2F432501.jpg,"=HYPERLINK(""https://beerizer.com/shop/bierloods22/sunday-2025--432501"", ""Beer Page"")",United States,red,white,
Arpus x Drekker x 450 North Boysenberry x Mango x Vanilla x Coconut x Granola Smoothie Sour Ale,Ārpus Brewing Co.,8.40,4.31,5%,Sour - Smoothie / Pastry,beer-images.beerizer.com%2Fraw%2F55%2F42%2F420014.jpg,"=HYPERLINK(""https://beerizer.com/shop/radbeer/arpus-x-drekker-x-450-north-boysenberry-x-mango-x-vanilla-x-coconut-x-granola-smoothie-sour-ale--420014"", ""Beer Page"")",Latvia,white,black,
Raspberry Crush,OneTwo,4.50,3.73,5%,Sour - Fruited,untappd.akamaized.net%2Fsite%2Fbrewery_logos%2Fbrewery-474975_744a1.jpeg,"=HYPERLINK(""https://beerizer.com/shop/bereta/raspberry-crush--389688"", ""Beer Page"")",Romania,N/A,N/A,Failed to encode image
Even Sharks Need Water (ESNW),Verdant Brewing Co,9.75,4.08,6.8%,IPA - New England / Hazy,beer-images.beerizer.com%2Fraw%2F94%2F43%2F432499.jpg,"=HYPERLINK(""https://beerizer.com/shop/verdins/verdant-even-sharks-need-water-esnw--432499"", ""Beer Page"")",England,yellow,black,
Uffe Gluten Free West Coast IPA,Brewski,3.99,3.49,5.5%,IPA - American,beer-images.beerizer.com%2Fraw%2F94%2F43%2F432498.png,"=HYPERLINK(""https://beerizer.com/shop/verdins/brewski-uffe-gluten-free-west-coast-ipa--432498"", ""Beer Page"")",Sweden,blue,white,
ROTT.vriend,ROTT. Brouwers,3.25,3.44,6.7%,Belgian Blonde,beer-images.beerizer.com%2Fraw%2F51%2F36%2F366965.png,"=HYPERLINK(""https://beerizer.com/shop/hoptimaal/rottvriend--366965"", ""Beer Page"")",Netherlands,yellow,black,
Khaos Black NEIPA,Brouwerij de HopHemel,3.35,3.66,6.5%,IPA - Black / Cascadian Dark Ale,beer-images.beerizer.com%2Fraw%2F50%2F39%2F398007.png,"=HYPERLINK(""https://beerizer.com/shop/beervikings/khaos-black-neipa--398007"", ""Beer Page"")",Belgium,blue,white,
silver series: oathbinder bourbon ba,Pühaste Brewery,10.50,4.30,14%,Stout - Imperial / Double Pastry,beer-images.beerizer.com%2Fraw%2F93%2F43%2F432497.png,"=HYPERLINK(""https://beerizer.com/shop/littlebeershop/silver-series-oathbinder-bourbon-ba--432497"", ""Beer Page"")",Estonia,brown,white,
Dips & Pieces,Vault City Brewing,9.25,4.26,13%,Stout - Imperial / Double Pastry,beer-images.beerizer.com%2Fraw%2F93%2F43%2F432496.png,"=HYPERLINK(""https://beerizer.com/shop/littlebeershop/dips-pieces--432496"", ""Beer Page"")",Scotland,orange,white,
