Name,Brewery,Price,Rating,ABV,Style,Image_File,URL,Country,Label_Color,Text_Color,Analysis_Error
Amplifier (2025),Sudden Death Brewing Co.,7.70,4.04,8.5%,IPA - Imperial / Double New England / Hazy,assets.untappd.com%2Fsite%2Fbeer_logos%2Fbeer-6256522_127b2_sm.jpeg,"=HYPERLINK(""https://beerizer.com/shop/hopsnmore/amplifier-2025--431641"", ""Beer Page"")",Germany,black,white,
Hard Lunch,FUERST WIACEK,6.90,4.02,6.8%,IPA - New England / Hazy,untappd.akamaized.net%2Fsite%2Fbrewery_logos%2Fbrewery-314016_5eba0.jpeg,"=HYPERLINK(""https://beerizer.com/shop/hopsnmore/hard-lunch--431666"", ""Beer Page"")",Germany,N/A,N/A,Failed to encode image
Long Tooth 2025,FUERST WIACEK,6.90,4.02,6.8%,IPA - New England / Hazy,untappd.akamaized.net%2Fsite%2Fbrewery_logos%2Fbrewery-314016_5eba0.jpeg,"=HYPERLINK(""https://beerizer.com/shop/hopsnmore/long-tooth-2025--431657"", ""Beer Page"")",Germany,N/A,N/A,Failed to encode image
Spirit Animal 2025,FUERST WIACEK,6.90,3.98,6.8%,IPA - New England / Hazy,untappd.akamaized.net%2Fsite%2Fbrewery_logos%2Fbrewery-314016_5eba0.jpeg,"=HYPERLINK(""https://beerizer.com/shop/hopsnmore/spirit-animal-2025--431651"", ""Beer Page"")",Germany,N/A,N/A,Failed to encode image
Speedfreak (2025),Sudden Death Brewing Co.,7.50,3.96,6.5%,IPA - New England / Hazy,assets.untappd.com%2Fsite%2Fbeer_logos%2Fbeer-6331295_e7ad4_sm.jpeg,"=HYPERLINK(""https://beerizer.com/shop/hopsnmore/speedfreak-2025--431643"", ""Beer Page"")",Germany,pink,white,
Whistles (2025),FUERST WIACEK,6.50,3.94,6.5%,IPA - American,untappd.akamaized.net%2Fsite%2Fbrewery_logos%2Fbrewery-314016_5eba0.jpeg,"=HYPERLINK(""https://beerizer.com/shop/hopsnmore/whistles-2025--431662"", ""Beer Page"")",Germany,N/A,N/A,Failed to encode image
Endless Afterhours,Sudden Death Brewing Co.,7.40,3.94,6.8%,IPA - American,assets.untappd.com%2Fsite%2Fbeer_logos%2Fbeer-6316549_34fea_sm.jpeg,"=HYPERLINK(""https://beerizer.com/shop/hopsnmore/endless-afterhours--431638"", ""Beer Page"")",Germany,yellow,black,
Crispi (Lambrate collab),FUERST WIACEK,5.40,3.80,5%,Pilsner - Italian,assets.untappd.com%2Fsite%2Fbeer_logos%2Fbeer-6331661_8df06_sm.jpeg,"=HYPERLINK(""https://beerizer.com/shop/hopsnmore/crispi-lambrate-collab--431656"", ""Beer Page"")",Germany,white,black,
Lübecker Helles,Sudden Death Brewing Co.,5.80,3.54,4.8%,Lager - Helles,assets.untappd.com%2Fsite%2Fbeer_logos%2Fbeer-5579442_e98b8_sm.jpeg,"=HYPERLINK(""https://beerizer.com/shop/hopsnmore/lubecker-helles--431646"", ""Beer Page"")",Germany,blue,white,
Lübecker Zwickel,Sudden Death Brewing Co.,5.80,3.54,4.8%,Kellerbier / Zwickelbier,assets.untappd.com%2Fsite%2Fbeer_logos%2Fbeer-5467359_6dc0b_sm.jpeg,"=HYPERLINK(""https://beerizer.com/shop/hopsnmore/lubecker-zwickel--431648"", ""Beer Page"")",Germany,red,white,
Lübecker Pilsener,Sudden Death Brewing Co.,5.80,3.51,4.8%,Pilsner - German,assets.untappd.com%2Fsite%2Fbeer_logos%2Fbeer-5579440_3c7b1_sm.jpeg,"=HYPERLINK(""https://beerizer.com/shop/hopsnmore/lubecker-pilsener--431647"", ""Beer Page"")",Germany,green,white,
Touch Grass,FUERST WIACEK,4.00,3.50,4.3%,Blonde / Golden Ale - Other,assets.untappd.com%2Fsite%2Fbeer_logos%2Fbeer-6301775_f46dd_sm.jpeg,"=HYPERLINK(""https://beerizer.com/shop/hopsnmore/touch-grass--431660"", ""Beer Page"")",Germany,green,white,
Rio Azul Gentle Lies,RIOAZUL,5.55,4.01,6.8%,IPA - New England / Hazy,beer-images.beerizer.com%2Fraw%2F26%2F43%2F431633.webp,"=HYPERLINK(""https://beerizer.com/shop/acedrinks/rio-azul-gentle-lies--431633"", ""Beer Page"")",Spain,N/A,N/A,API error: 500
Rio Azul Fountain Of Youth,RIOAZUL,5.30,3.97,7.3%,IPA - New England / Hazy,beer-images.beerizer.com%2Fraw%2F26%2F43%2F431631.webp,"=HYPERLINK(""https://beerizer.com/shop/acedrinks/rio-azul-fountain-of-youth--431631"", ""Beer Page"")",Spain,N/A,N/A,API error: 500
Rio Azul My Sweet Mogway,RIOAZUL,5.65,3.93,8%,IPA - Imperial / Double,beer-images.beerizer.com%2Fraw%2F26%2F43%2F431630.webp,"=HYPERLINK(""https://beerizer.com/shop/acedrinks/rio-azul-my-sweet-mogway--431630"", ""Beer Page"")",Spain,N/A,N/A,API error: 500
Rio Azul Kill Your Idols,RIOAZUL,5.05,3.72,5.4%,IPA - Session,beer-images.beerizer.com%2Fraw%2F26%2F43%2F431632.webp,"=HYPERLINK(""https://beerizer.com/shop/acedrinks/rio-azul-kill-your-idols--431632"", ""Beer Page"")",Spain,N/A,N/A,API error: 500
Terra Blanc,The Drowned Lands Brewery,8.84,4.09,8%,IPA - Imperial / Double New England / Hazy,beer-images.beerizer.com%2Fraw%2F95%2F40%2F409546.png,"=HYPERLINK(""https://beerizer.com/shop/brewhunter/terra-blanc--409546"", ""Beer Page"")",United States,black,white,
Hagger Blend 1019 Pink,Brauhaus Bevog,14.95,4.30,12.2%,Barleywine - American,beer-images.beerizer.com%2Fraw%2F51%2F43%2F431606.png,"=HYPERLINK(""https://beerizer.com/shop/hoptimaal/bevog-hagger-blend-1019-pink--431606"", ""Beer Page"")",Austria,white,black,
Hagger Blend 1019 Blue,Brauhaus Bevog,14.95,4.28,12.2%,Barleywine - American,beer-images.beerizer.com%2Fraw%2F51%2F43%2F431607.png,"=HYPERLINK(""https://beerizer.com/shop/hoptimaal/bevog-hagger-blend-1019-blue--431607"", ""Beer Page"")",Austria,blue,white,
"Apocrypha: Blackcurrant Brandy Barrel Aged Vanilla (2025, Purple Wax)",Hop Hooligans,11.95,4.16,15.5%,Stout - Imperial / Double,beer-images.beerizer.com%2Fraw%2F51%2F43%2F431605.png,"=HYPERLINK(""https://beerizer.com/shop/hoptimaal/hop-hooligans-apocrypha-blackcurrant-brandy-barrel-aged-vanilla-2025-purple-wax--431605"", ""Beer Page"")",Romania,blue,white,
To Arcadia,Prizm Brewing Co.,7.50,4.13,9%,IPA - Triple New England / Hazy,beer-images.beerizer.com%2Fraw%2F51%2F43%2F431611.png,"=HYPERLINK(""https://beerizer.com/shop/hoptimaal/prizm-to-arcadia--431611"", ""Beer Page"")",France,gray,black,
Strange Casualties,Prizm Brewing Co.,7.50,4.09,12%,Stout - Imperial / Double Pastry,beer-images.beerizer.com%2Fraw%2F51%2F43%2F431610.png,"=HYPERLINK(""https://beerizer.com/shop/hoptimaal/prizm-strange-casualties--431610"", ""Beer Page"")",France,blue,white,
Birthday Bäng,CoolHead Brew,7.50,4.06,7%,Sour - Smoothie / Pastry,beer-images.beerizer.com%2Fraw%2F51%2F43%2F431615.png,"=HYPERLINK(""https://beerizer.com/shop/hoptimaal/coolhead-birthday-bang--431615"", ""Beer Page"")",Finland,orange,black,
The Last Land,Prizm Brewing Co.,6.50,3.95,6%,IPA - New Zealand,beer-images.beerizer.com%2Fraw%2F51%2F43%2F431613.png,"=HYPERLINK(""https://beerizer.com/shop/hoptimaal/prizm-the-last-land--431613"", ""Beer Page"")",France,red,white,
Scratcher,Prizm Brewing Co.,6.50,3.88,6%,IPA - New England / Hazy,beer-images.beerizer.com%2Fraw%2F51%2F43%2F431614.png,"=HYPERLINK(""https://beerizer.com/shop/hoptimaal/prizm-scratcher--431614"", ""Beer Page"")",France,black,white,
47th,Brewski,4.50,3.86,8%,IPA - Imperial / Double,beer-images.beerizer.com%2Fraw%2F51%2F43%2F431626.png,"=HYPERLINK(""https://beerizer.com/shop/hoptimaal/brewski-47th--431626"", ""Beer Page"")",Sweden,white,black,
Seoul Brewery Juicy Twist Fruit Sour,서울브루어리ㅣSEOUL BREWERY,4.95,3.75,3.8%,Sour - Fruited,beer-images.beerizer.com%2Fraw%2F51%2F43%2F431618.png,"=HYPERLINK(""https://beerizer.com/shop/hoptimaal/seoul-brewery-juicy-twist-fruit-sour--431618"", ""Beer Page"")",South Korea,white,black,
Great Bear,Brewski,4.50,3.73,8%,IPA - Imperial / Double New England / Hazy,beer-images.beerizer.com%2Fraw%2F51%2F43%2F431627.png,"=HYPERLINK(""https://beerizer.com/shop/hoptimaal/brewski-great-bear--431627"", ""Beer Page"")",Sweden,white,black,
Mosaiik Vienna IPA,Pühaste Brewery,3.95,3.67,6.9%,IPA - Other,beer-images.beerizer.com%2Fraw%2F51%2F43%2F431628.png,"=HYPERLINK(""https://beerizer.com/shop/hoptimaal/puhaste-mosaiik-vienna-ipa--431628"", ""Beer Page"")",Estonia,white,black,
Hana,Brauhaus Bevog,3.95,3.61,4.5%,Wheat Beer - Witbier / Blanche,beer-images.beerizer.com%2Fraw%2F51%2F43%2F431609.png,"=HYPERLINK(""https://beerizer.com/shop/hoptimaal/bevog-hana--431609"", ""Beer Page"")",Austria,orange,blue,
Turbo,Brouwerij 't IJ,3.50,3.47,8.5%,Farmhouse Ale - Saison,beer-images.beerizer.com%2Fraw%2F51%2F43%2F431629.png,"=HYPERLINK(""https://beerizer.com/shop/hoptimaal/brouwerij-t-ij-turbo--431629"", ""Beer Page"")",Netherlands,black,yellow,
Weiherer Grünhopfen Pils,Brauerei Kundmüller,3.60,3.62,4.9%,Pilsner - German,beer-images.beerizer.com%2Fraw%2F27%2F43%2F431603.jpg,"=HYPERLINK(""https://beerizer.com/shop/speciaalbierpakket/weiherer-grunhopfen-pils--431603"", ""Beer Page"")",Germany,green,white,
Knoblach Räuschla,Brauerei Knoblach Schammelsdorf,3.30,3.57,5.4%,Märzen,beer-images.beerizer.com%2Fraw%2F27%2F43%2F431604.jpg,"=HYPERLINK(""https://beerizer.com/shop/speciaalbierpakket/knoblach-rauschla--431604"", ""Beer Page"")",Germany,brown,white,
Arpus Passionfruit x Lemon x Blueberry x Mango x Coconut Smoothie Sour Ale,Ārpus Brewing Co.,8.40,4.28,4.5%,Sour - Smoothie / Pastry,beer-images.beerizer.com%2Fraw%2F55%2F43%2F431595.jpg,"=HYPERLINK(""https://beerizer.com/shop/radbeer/arpus-passionfruit-x-lemon-x-blueberry-x-mango-x-coconut-smoothie-sour-ale--431595"", ""Beer Page"")",Latvia,dark,light,
