Name,Brewery,Price,Rating,ABV,Style,Image_File,URL,Country,Label_Color,Text_Color,Analysis_Error
"Wild Blond - 37,5cl",Brouwerij Eylenbosch,7.30,3.59,7%,Farmhouse Ale - Bière de Coupage,beer-images.beerizer.com%2Fraw%2F69%2F40%2F405991.png,"=HYPERLINK(""https://beerizer.com/shop/gedeeldevreugde/wild-blond-375cl--405991"", ""Beer Page"")",Belgium,white,black,
Stu Mostów X Morpheus Plum / Pruim,Brouwerij Alvinne,3.70,3.58,5.5%,Sour - Fruited,beer-images.beerizer.com%2Fraw%2F69%2F40%2F406058.jpg,"=HYPERLINK(""https://beerizer.com/shop/gedeeldevreugde/stu-mostow-x-morpheus-plum-pruim--406058"", ""Beer Page"")",Belgium,white,black,
QUARTER PORTER WITH PEARS,Brasserie La Malpolon,6.10,3.58,10%,Porter - Other,beer-images.beerizer.com%2Fraw%2F69%2F40%2F406091.jpg,"=HYPERLINK(""https://beerizer.com/shop/gedeeldevreugde/quarter-porter-with-pears--406091"", ""Beer Page"")",France,black,white,
Grahams - tawny port - 20y,Standing Stone Brewing Company,45.00,3.57,20%,Porter - American,beer-images.beerizer.com%2Fraw%2F69%2F40%2F406299.jpg,"=HYPERLINK(""https://beerizer.com/shop/gedeeldevreugde/grahams-tawny-port-20y--406299"", ""Beer Page"")",United States,dark,white,
"Oude Lambiek - Eylenbosch - 37,5cl",Brouwerij Eylenbosch,6.30,3.56,5.8%,Lambic - Traditional,beer-images.beerizer.com%2Fraw%2F69%2F40%2F405990.png,"=HYPERLINK(""https://beerizer.com/shop/gedeeldevreugde/oude-lambiek-eylenbosch-375cl--405990"", ""Beer Page"")",Belgium,white,black,
TONI,Blake’s Hard Cider Co.,6.90,3.52,6.5%,Cider - Traditional / Apfelwein,beer-images.beerizer.com%2Fraw%2F69%2F40%2F406036.jpg,"=HYPERLINK(""https://beerizer.com/shop/gedeeldevreugde/toni--406036"", ""Beer Page"")",United States,black,white,
Low Lander,Lowlander Beer,4.90,3.41,5%,Wheat Beer - Witbier / Blanche,beer-images.beerizer.com%2Fraw%2F69%2F40%2F406087.jpg,"=HYPERLINK(""https://beerizer.com/shop/gedeeldevreugde/low-lander--406087"", ""Beer Page"")",Netherlands,orange,white,
Night We Met By Rackhouse,LERVIG,19.19,4.36,12.6%,Stout - Imperial / Double,beer-images.beerizer.com%2Fraw%2F96%2F40%2F405956.png,"=HYPERLINK(""https://beerizer.com/shop/hopincraftbier/night-we-met-by-rackhouse--405956"", ""Beer Page"")",Norway,white,black,
Night Shift Vintage 2024 - Imperial Pastry Stout Aged In Bourbon Barrels With Hazelnut & Caramel,HORIZONT Brewing,10.80,4.31,11.8%,Stout - Imperial / Double Pastry,beer-images.beerizer.com%2Fraw%2F96%2F40%2F405972.png,"=HYPERLINK(""https://beerizer.com/shop/hopincraftbier/night-shift-vintage-2024-imperial-pastry-stout-aged-in-bourbon-barrels-with-hazelnut-caramel--405972"", ""Beer Page"")",Hungary,black,white,
Through the Ages: A Concept of Linearity (Bourbon Barrel Coconut 2023 Edition),Alefarm Brewing,17.00,4.27,11.8%,Stout - Imperial / Double,beer-images.beerizer.com%2Fraw%2F96%2F40%2F405975.png,"=HYPERLINK(""https://beerizer.com/shop/hopincraftbier/through-the-ages-a-concept-of-linearity-bourbon-barrel-coconut-2023-edition--405975"", ""Beer Page"")",Denmark,white,black,
