Name,Brewery,Price,Rating,ABV,Style,Image_File,URL,Country,Label_Color,Text_Color,Analysis_Error
No Matter The Season,Bereta Brewing Co.,6.80,3.99,9.8%,IPA - Triple New England / Hazy,beer-images.beerizer.com%2Fraw%2F87%2F42%2F423839.jpg,"=HYPERLINK(""https://beerizer.com/shop/hetbiermeisje/no-matter-the-season--423839"", ""Beer Page"")",Romania,blue,white,
Rush Everything,Bereta Brewing Co.,6.00,3.86,6.4%,IPA - New England / Hazy,beer-images.beerizer.com%2Fraw%2F87%2F42%2F423838.jpg,"=HYPERLINK(""https://beerizer.com/shop/hetbiermeisje/rush-everything--423838"", ""Beer Page"")",Romania,blue,white,
Saison Dupont,Brasserie Dupont,5.95,3.68,6.5%,Farmhouse Ale - Saison,beer-images.beerizer.com%2Fraw%2F27%2F4%2F41764.jpg,"=HYPERLINK(""https://beerizer.com/shop/speciaalbierpakket/dupont-saison-dupont--41764"", ""Beer Page"")",Belgium,black,white,
Stu Mostow X Wyłam Newcastle Donut,Browar Stu Mostów,6.50,4.02,4.2%,Sour - Smoothie / Pastry,beer-images.beerizer.com%2Fraw%2F94%2F42%2F423822.jpg,"=HYPERLINK(""https://beerizer.com/shop/verdins/stu-mostow-x-wylam-newcastle-donut--423822"", ""Beer Page"")",Poland,blue,white,
Whale Shark HBC638 Citra,De Kromme Haring,4.99,3.97,8%,IPA - Imperial / Double New England / Hazy,beer-images.beerizer.com%2Fraw%2F94%2F42%2F423820.png,"=HYPERLINK(""https://beerizer.com/shop/verdins/de-kromme-haring-whale-shark-hbc638-citra--423820"", ""Beer Page"")",Netherlands,white,black,
Stu Mostów X Messorem Forest Riural,Browar Stu Mostów,6.99,3.92,6.2%,IPA - Other,beer-images.beerizer.com%2Fraw%2F94%2F42%2F423821.jpg,"=HYPERLINK(""https://beerizer.com/shop/verdins/stu-mostow-x-messorem-forest-riural--423821"", ""Beer Page"")",Poland,blue,white,
Bora,De Kromme Haring,7.85,3.76,7%,Farmhouse Ale - Saison,beer-images.beerizer.com%2Fraw%2F94%2F42%2F423819.jpg,"=HYPERLINK(""https://beerizer.com/shop/verdins/de-kromme-haring-bora--423819"", ""Beer Page"")",Netherlands,black,white,
Viva Viktoria Victory Bier 2025 alkoholfrei,BRLO,2.15,3.67,4.9%,Pilsner - German,beer-images.beerizer.com%2Fraw%2F70%2F29%2F291484.jpg,"=HYPERLINK(""https://beerizer.com/shop/craftbeer_shop/brlo-viva-viktoria-victory-bier-2025-alkoholfrei--291484"", ""Beer Page"")",Germany,blue,white,
Beyond Void Rye Whiskey BA (silver series) Imperial Porter,Pühaste Brewery,10.95,4.29,12%,Porter - Imperial / Double,beer-images.beerizer.com%2Fraw%2F97%2F42%2F423816.jpg,"=HYPERLINK(""https://beerizer.com/shop/houseofbeers/puhaste-beyond-void-rye-whiskey-ba-silver-series-imperial-porter--423816"", ""Beer Page"")",Estonia,black,white,
Lervig Naranja Chocolate Orange Imperial Stout,LERVIG,20.95,4.21,11.5%,Stout - Imperial / Double,beer-images.beerizer.com%2Fraw%2F97%2F42%2F423814.jpg,"=HYPERLINK(""https://beerizer.com/shop/houseofbeers/lervig-naranja-chocolate-orange-imperial-stout--423814"", ""Beer Page"")",Norway,black,white,
