Name,Brewery,Price,Rating,ABV,Style,Image_File,URL,Country,Label_Color,Text_Color,Analysis_Error
They Are Here,Game Over Brewing Co.,7.49,3.84,5%,Sour - Other Gose,beer-images.beerizer.com%2Fraw%2F18%2F43%2F431044.jpg,"=HYPERLINK(""https://beerizer.com/shop/beerdome/they-are-here--431044"", ""Beer Page"")",France,blue,white,
WILCZEK,Browar Cztery Ściany,5.49,3.77,3%,Historical Beer - Lichtenhainer,beer-images.beerizer.com%2Fraw%2F18%2F43%2F431049.jpg,"=HYPERLINK(""https://beerizer.com/shop/beerdome/wilczek--431049"", ""Beer Page"")",Poland,white,black,
Berserker's Fury,Game Over Brewing Co.,7.79,3.70,8%,IPA - American,beer-images.beerizer.com%2Fraw%2F18%2F43%2F431043.jpg,"=HYPERLINK(""https://beerizer.com/shop/beerdome/berserkers-fury--431043"", ""Beer Page"")",France,black,red,
Ondineke,Brouwerij De Glazen Toren,3.79,3.69,8.5%,Belgian Tripel,beer-images.beerizer.com%2Fraw%2F18%2F43%2F431050.jpg,"=HYPERLINK(""https://beerizer.com/shop/beerdome/ondineke--431050"", ""Beer Page"")",Belgium,beige,black,
Guldenberg,Brouwerij De Ranke,3.49,3.61,8%,Belgian Tripel,beer-images.beerizer.com%2Fraw%2F18%2F43%2F431051.jpg,"=HYPERLINK(""https://beerizer.com/shop/beerdome/guldenberg--431051"", ""Beer Page"")",Belgium,dark,gold,
Clément,Brouwerij De Ryck,2.79,3.26,5.2%,Belgian Blonde,beer-images.beerizer.com%2Fraw%2F18%2F43%2F431052.jpg,"=HYPERLINK(""https://beerizer.com/shop/beerdome/clement--431052"", ""Beer Page"")",Belgium,white,blue,
Ace of Spades,Hopkultura,4.40,3.81,10%,Stout - Imperial / Double,beer-images.beerizer.com%2Fraw%2F65%2F43%2F431041.png,"=HYPERLINK(""https://beerizer.com/shop/piwnemosty/ace-of-spades--431041"", ""Beer Page"")",Poland,brown,white,
Cinnamon Girl,Hopkultura,5.20,3.79,10%,Stout - Imperial / Double,beer-images.beerizer.com%2Fraw%2F65%2F43%2F431039.png,"=HYPERLINK(""https://beerizer.com/shop/piwnemosty/cinnamon-girl--431039"", ""Beer Page"")",Poland,white,black,
Electric Kiwi & Lime,Piwne Podziemie,4.00,3.79,5%,Sour - Fruited Gose,beer-images.beerizer.com%2Fraw%2F65%2F43%2F431031.png,"=HYPERLINK(""https://beerizer.com/shop/piwnemosty/electric-kiwi-lime--431031"", ""Beer Page"")",Poland,brown,white,
Dirty Peach Gose,Piwne Podziemie,3.80,3.76,5%,Sour - Fruited Gose,beer-images.beerizer.com%2Fraw%2F65%2F43%2F431032.png,"=HYPERLINK(""https://beerizer.com/shop/piwnemosty/dirty-peach-gose--431032"", ""Beer Page"")",Poland,brown,white,
Chmielokrata Moutere,Piwne Podziemie,4.10,3.74,6%,IPA - New England / Hazy,beer-images.beerizer.com%2Fraw%2F65%2F43%2F431029.png,"=HYPERLINK(""https://beerizer.com/shop/piwnemosty/chmielokrata-moutere--431029"", ""Beer Page"")",Poland,blue,white,
Sabotage,Hopkultura,4.00,3.72,6.1%,IPA - Cold,beer-images.beerizer.com%2Fraw%2F65%2F43%2F431037.png,"=HYPERLINK(""https://beerizer.com/shop/piwnemosty/sabotage--431037"", ""Beer Page"")",Poland,blue,white,
Pineapple Express,Piwne Podziemie,4.10,3.67,6.5%,IPA - American,beer-images.beerizer.com%2Fraw%2F65%2F43%2F431030.png,"=HYPERLINK(""https://beerizer.com/shop/piwnemosty/pineapple-express--431030"", ""Beer Page"")",Poland,black,white,
Freestyler,Hopkultura,3.50,3.51,N/A,Non-Alcoholic - IPA,beer-images.beerizer.com%2Fraw%2F65%2F43%2F431038.png,"=HYPERLINK(""https://beerizer.com/shop/piwnemosty/freestyler--431038"", ""Beer Page"")",Poland,blue,white,
Purple Sundown,Menno Olivier Brewing,5.10,3.95,9.8%,Belgian Quadrupel,beer-images.beerizer.com%2Fraw%2F27%2F43%2F431027.jpg,"=HYPERLINK(""https://beerizer.com/shop/speciaalbierpakket/menno-olivier-purple-sundown--431027"", ""Beer Page"")",Spain,black,white,
Menno Olivier x Delftse Brouwers Klap van de Molen,Menno Olivier Brewing,4.95,3.92,12%,Strong Ale - Other,beer-images.beerizer.com%2Fraw%2F27%2F43%2F431026.jpg,"=HYPERLINK(""https://beerizer.com/shop/speciaalbierpakket/menno-olivier-x-delftse-brouwers-klap-van-de-molen--431026"", ""Beer Page"")",Spain,white,black,
Swein & Stein,Menno Olivier Brewing,5.55,3.87,12%,Stout - Imperial / Double,beer-images.beerizer.com%2Fraw%2F27%2F43%2F431028.jpg,"=HYPERLINK(""https://beerizer.com/shop/speciaalbierpakket/menno-olivier-swein-stein--431028"", ""Beer Page"")",Spain,black,white,
Juice Project Supreme,Tree House Brewing Company,22.50,4.38,8%,IPA - Imperial / Double New England / Hazy,beer-images.beerizer.com%2Fraw%2F87%2F43%2F431025.jpg,"=HYPERLINK(""https://beerizer.com/shop/hetbiermeisje/juice-project-supreme--431025"", ""Beer Page"")",United States,white,black,
Paix Dieu,Brasserie Caulier,3.70,3.77,10%,Belgian Tripel,beer-images.beerizer.com%2Fraw%2F48%2F13%2F137091.jpg,"=HYPERLINK(""https://beerizer.com/shop/bierloods22/paix-dieu--137091"", ""Beer Page"")",Belgium,blue,white,
Lellebel,Brouwerij de Eeuwige Jeugd,3.20,3.57,5.7%,Blonde / Golden Ale - Other,beer-images.beerizer.com%2Fraw%2F48%2F33%2F334925.jpg,"=HYPERLINK(""https://beerizer.com/shop/bierloods22/lellebel--334925"", ""Beer Page"")",Netherlands,brown,white,
Weize Vos,Stadsbrouwerij Vos Elburg,3.20,3.51,5.4%,Wheat Beer - Hefeweizen,beer-images.beerizer.com%2Fraw%2F48%2F28%2F288580.jpg,"=HYPERLINK(""https://beerizer.com/shop/bierloods22/weize-vos--288580"", ""Beer Page"")",Netherlands,white,black,
Dubbel Vos,Stadsbrouwerij Vos Elburg,3.50,3.35,6.5%,Belgian Dubbel,beer-images.beerizer.com%2Fraw%2F48%2F28%2F288577.jpg,"=HYPERLINK(""https://beerizer.com/shop/bierloods22/dubbel-vos--288577"", ""Beer Page"")",Netherlands,white,black,
Draught 0.0,Guinness,2.70,3.23,N/A,Non-Alcoholic - Porter / Stout,beer-images.beerizer.com%2Fraw%2F27%2F36%2F364301.jpg,"=HYPERLINK(""https://beerizer.com/shop/speciaalbierpakket/guinness-draught-00--364301"", ""Beer Page"")",Ireland,blue,white,
