Name,Brewery,Price,Rating,ABV,Style,Image_File,URL,Country,Label_Color,Text_Color,Analysis_Error
Lager Hell,Der Hirschbräu - Privatbrauerei Höss,1.90,3.39,4.7%,Lager - Helles,untappd.akamaized.net%2Fsite%2Fbrewery_logos%2Fbrewery-DerHirschBrauPrivatbrauereiHoss_659.jpeg,"=HYPERLINK(""https://beerizer.com/shop/bierothek/lager-hell--237428"", ""Beer Page"")",Germany,unknown,unknown,
Weissbier Resi Helles Weissbier,Privatbrauerei Hösl,2.80,3.36,5.3%,Wheat Beer - Hefeweizen,assets.untappd.com%2Fsite%2Fbeer_logos%2Fbeer-104229_75b8d_sm.jpeg,"=HYPERLINK(""https://beerizer.com/shop/bierothek/weissbier-resi-helles-weissbier--147122"", ""Beer Page"")",Germany,blue,white,
Weissbier Resi - Leichtes Weissbier,Der Hirschbräu - Privatbrauerei Höss,2.50,3.30,4.7%,Wheat Beer - Hefeweizen,assets.untappd.com%2Fsite%2Fbeer_logos%2Fbeer-NeuschwansteinerDasEchteWeissbier_190743.jpeg,"=HYPERLINK(""https://beerizer.com/shop/bierothek/weissbier-resi-leichtes-weissbier--298872"", ""Beer Page"")",Germany,white,black,
Mein Radler,Privatbrauerei Hösl,1.90,3.25,2.5%,Shandy / Radler,untappd.akamaized.net%2Fsite%2Fbrewery_logos%2Fbrewery-19166_f187f.jpeg,"=HYPERLINK(""https://beerizer.com/shop/bierothek/mein-radler--237427"", ""Beer Page"")",Germany,unknown,unknown,
Edelpilsener,Privatbrauerei Hösl,1.50,3.16,4.9%,Pilsner - German,assets.untappd.com%2Fsite%2Fbeer_logos%2Fbeer-338028_8ba2f_sm.jpeg,"=HYPERLINK(""https://beerizer.com/shop/bierothek/edelpilsener--228420"", ""Beer Page"")",Germany,green,white,
Whiskey-Weisse,Privatbrauerei Hösl,2.90,2.84,5.6%,Wheat Beer - Hefeweizen,assets.untappd.com%2Fsite%2Fbeer_logos%2Fbeer-107165_4db1c_sm.jpeg,"=HYPERLINK(""https://beerizer.com/shop/bierothek/whiskey-weisse--84710"", ""Beer Page"")",Germany,brown,white,
Slyrs Oak Aged Imperial Stout Jahrgang 2024,Hoppebräu,14.99,4.06,11.2%,Stout - Imperial / Double,beer-images.beerizer.com%2Fraw%2F70%2F18%2F186948.jpg,"=HYPERLINK(""https://beerizer.com/shop/craftbeer_shop/hoppebrau-slyrs-oak-aged-imperial-stout-jahrgang-2024--186948"", ""Beer Page"")",Germany,white,black,
Orca Brau Kopfkino 2025 Imperial Saison,orca brau,4.09,3.70,8.5%,Farmhouse Ale - Saison,beer-images.beerizer.com%2Fraw%2F70%2F34%2F345405.jpg,"=HYPERLINK(""https://beerizer.com/shop/craftbeer_shop/orca-brau-kopfkino-2025-imperial-saison--345405"", ""Beer Page"")",Germany,black,white,
Houblon Chouffe IPA,Brasserie d'Achouffe,3.69,3.67,9%,IPA - Belgian,beer-images.beerizer.com%2Fraw%2F70%2F15%2F158027.jpg,"=HYPERLINK(""https://beerizer.com/shop/craftbeer_shop/houblon-chouffe-ipa--158027"", ""Beer Page"")",Belgium,dark,light,
Sander Pale Ale,Sanders Craftbeer,2.89,3.64,6.5%,Pale Ale - American,beer-images.beerizer.com%2Fraw%2F70%2F34%2F340815.jpg,"=HYPERLINK(""https://beerizer.com/shop/craftbeer_shop/sander-pale-ale--340815"", ""Beer Page"")",Spain,blue,white,
Orca Brau x Hoppebräu BALG Belgian Wit,orca brau,3.79,3.60,3.8%,Wheat Beer - Witbier / Blanche,assets.untappd.com%2Fsite%2Fbeer_logos%2Fbeer-6266707_a97d7_sm.jpeg,"=HYPERLINK(""https://beerizer.com/shop/craftbeer_shop/orca-brau-x-hoppebrau-balg-belgian-wit--415483"", ""Beer Page"")",Germany,blue,white,
Hoppy Flower DIPA Glutenfrei,Barcelona Beer Company,2.69,3.57,7.5%,IPA - Imperial / Double,beer-images.beerizer.com%2Fraw%2F70%2F37%2F371545.jpg,"=HYPERLINK(""https://beerizer.com/shop/craftbeer_shop/barcelona-hoppy-flower-dipa-glutenfrei--371545"", ""Beer Page"")",Spain,white,blue,
Moosehead Small Batch East Coast IPA,Moosehead Breweries Limited,3.49,3.57,5.9%,IPA - New England / Hazy,beer-images.beerizer.com%2Fraw%2F70%2F33%2F332972.jpg,"=HYPERLINK(""https://beerizer.com/shop/craftbeer_shop/moosehead-small-batch-east-coast-ipa--332972"", ""Beer Page"")",Canada,white,orange,
Dolden Sommer Sud BIO,Riedenburger Brauhaus,2.69,3.55,3.8%,IPA - Session,beer-images.beerizer.com%2Fraw%2F70%2F15%2F157878.jpg,"=HYPERLINK(""https://beerizer.com/shop/craftbeer_shop/riedenburger-dolden-sommer-sud-bio--157878"", ""Beer Page"")",Germany,black,white,
Orca Brau Max's Forest Brew Lager mit Fichtennadeln,orca brau,3.79,3.55,4.8%,Lager - Other,assets.untappd.com%2Fsite%2Fbeer_logos%2Fbeer-6283422_3ffe9_sm.jpeg,"=HYPERLINK(""https://beerizer.com/shop/craftbeer_shop/orca-brau-maxs-forest-brew-lager-mit-fichtennadeln--415480"", ""Beer Page"")",Germany,white,black,
Tempelier Strong Amber Ale,Brouwerij Corsendonk,3.69,3.50,7.5%,Pale Ale - Belgian,assets.untappd.com%2Fsite%2Fbeer_logos%2Fbeer-5211960_c354a_sm.jpeg,"=HYPERLINK(""https://beerizer.com/shop/craftbeer_shop/corsendonk-tempelier-strong-amber-ale--410437"", ""Beer Page"")",Belgium,white,black,
Wychwood Hobgoblin IPA,Marston's Brewery,4.59,3.50,5%,IPA - English,beer-images.beerizer.com%2Fraw%2F70%2F15%2F158653.jpg,"=HYPERLINK(""https://beerizer.com/shop/craftbeer_shop/wychwood-hobgoblin-ipa--158653"", ""Beer Page"")",England,black,white,
Wuida Hund Lager,Hoppebräu,3.79,3.48,4.5%,Lager - IPL (India Pale Lager),beer-images.beerizer.com%2Fraw%2F70%2F15%2F158559.jpg,"=HYPERLINK(""https://beerizer.com/shop/craftbeer_shop/hoppebrau-wuida-hund-lager--158559"", ""Beer Page"")",Germany,green,white,
Wuidsau New England Pale Ale,Hoppebräu,3.79,3.44,5.6%,Red Ale - American Amber / Red,beer-images.beerizer.com%2Fraw%2F70%2F15%2F158561.jpg,"=HYPERLINK(""https://beerizer.com/shop/craftbeer_shop/hoppebrau-wuidsau-new-england-pale-ale--158561"", ""Beer Page"")",Germany,pink,white,
Kuehn Kunz Rosen Mainzer Dombräu Helles,KUEHN KUNZ ROSEN,2.89,3.43,5.2%,Lager - Helles,beer-images.beerizer.com%2Fraw%2F70%2F37%2F378867.jpg,"=HYPERLINK(""https://beerizer.com/shop/craftbeer_shop/kuehn-kunz-rosen-mainzer-dombrau-helles--378867"", ""Beer Page"")",Germany,gold,black,
Longboard Island Lager,Kona Brewing Company,3.79,3.41,4.6%,Lager - Pale,beer-images.beerizer.com%2Fraw%2F70%2F15%2F158463.jpg,"=HYPERLINK(""https://beerizer.com/shop/craftbeer_shop/kona-longboard-island-lager--158463"", ""Beer Page"")",United States,red,white,
Kuehn Kunz Rosen Mainzer Dunkel,KUEHN KUNZ ROSEN,2.89,3.40,5.3%,Lager - Munich Dunkel,assets.untappd.com%2Fsite%2Fbeer_logos%2Fbeer-5028916_d42ba_sm.jpeg,"=HYPERLINK(""https://beerizer.com/shop/craftbeer_shop/kuehn-kunz-rosen-mainzer-dunkel--415484"", ""Beer Page"")",Germany,blue,white,
PURE Rhabarber-Cassis,Riedenburger Brauhaus,2.29,3.35,N/A,Non-Alcoholic - Other,beer-images.beerizer.com%2Fraw%2F70%2F15%2F158546.jpg,"=HYPERLINK(""https://beerizer.com/shop/craftbeer_shop/riedenburger-pure-rhabarber-cassis--158546"", ""Beer Page"")",Germany,red,yellow,
La Bella Lola Single Hop Blond Ale,Barcelona Beer Company,2.69,3.30,4%,Blonde / Golden Ale - Other,beer-images.beerizer.com%2Fraw%2F70%2F37%2F371546.jpg,"=HYPERLINK(""https://beerizer.com/shop/craftbeer_shop/barcelona-la-bella-lola-single-hop-blond-ale--371546"", ""Beer Page"")",Spain,blue,red,
Viva Bavaria Festbier BIO,Riedenburger Brauhaus,2.39,3.25,5.5%,Festbier,beer-images.beerizer.com%2Fraw%2F70%2F30%2F303964.jpg,"=HYPERLINK(""https://beerizer.com/shop/craftbeer_shop/riedenburger-viva-bavaria-festbier-bio--303964"", ""Beer Page"")",Germany,blue,white,
Hertl Ur-Ur-Ur-Ur-Ur-Ur-Opa Hist.Brotbier,Braumanufaktur Hertl,4.79,3.23,5.4%,Historical Beer - Other,beer-images.beerizer.com%2Fraw%2F70%2F24%2F249435.jpg,"=HYPERLINK(""https://beerizer.com/shop/craftbeer_shop/hertl-ur-ur-ur-ur-ur-ur-opa-histbrotbier--249435"", ""Beer Page"")",Germany,brown,white,
Original Hell,Privatbrauerei Sander,2.49,3.23,4.8%,Lager - Helles,beer-images.beerizer.com%2Fraw%2F70%2F34%2F340814.jpg,"=HYPERLINK(""https://beerizer.com/shop/craftbeer_shop/sander-original-hell--340814"", ""Beer Page"")",Germany,gold,black,
Kuehn Kunz Rosen Unplugged Alkoholfreies Pale Ale,KUEHN KUNZ ROSEN,2.89,3.19,0.5%,Non-Alcoholic - Pale Ale,beer-images.beerizer.com%2Fraw%2F70%2F37%2F378873.jpg,"=HYPERLINK(""https://beerizer.com/shop/craftbeer_shop/kuehn-kunz-rosen-unplugged-alkoholfreies-pale-ale--378873"", ""Beer Page"")",Germany,white,black,
Kuehn Kunz Rosen Äbbelsche Apple Farmhouse Ale,KUEHN KUNZ ROSEN,3.32,3.15,5.5%,Farmhouse Ale - Saison,beer-images.beerizer.com%2Fraw%2F70%2F39%2F390171.jpg,"=HYPERLINK(""https://beerizer.com/shop/craftbeer_shop/kuehn-kunz-rosen-abbelsche-apple-farmhouse-ale--390171"", ""Beer Page"")",Germany,white,blue,
Saure Susi Sour Amber Ale,Privatbrauerei Sander,2.29,3.14,4.6%,Sour - Other,beer-images.beerizer.com%2Fraw%2F70%2F38%2F387021.jpg,"=HYPERLINK(""https://beerizer.com/shop/craftbeer_shop/sander-saure-susi-sour-amber-ale--387021"", ""Beer Page"")",Germany,blue,white,
Zenne y Frontera Magnum - blend 70,Brouwerij 3 Fonteinen,83.75,4.38,6.9%,Lambic - Gueuze,beer-images.beerizer.com%2Fraw%2F66%2F41%2F415466.png,"=HYPERLINK(""https://beerizer.com/shop/huisvandegeuze/3-fonteinen-zenne-y-frontera-magnum-blend-70--415466"", ""Beer Page"")",Belgium,white,black,
Boerenerf Oude Gueuze 2024 Cuvée Heritage Magnum,Het Boerenerf Eylenbosch,42.00,4.08,6.95%,Lambic - Gueuze,beer-images.beerizer.com%2Fraw%2F66%2F41%2F415467.webp,"=HYPERLINK(""https://beerizer.com/shop/huisvandegeuze/boerenerf-oude-gueuze-2024-cuvee-heritage-magnum--415467"", ""Beer Page"")",Belgium,unknown,unknown,
Bianca Non-Alcoholic Blackberry Marshmallow Lassi Gose,Omnipollo,5.94,3.96,0.3%,Non-Alcoholic - Sour,beer-images.beerizer.com%2Fraw%2F69%2F41%2F415463.jpg,"=HYPERLINK(""https://beerizer.com/shop/gedeeldevreugde/bianca-non-alcoholic-blackberry-marshmallow-lassi-gose--415463"", ""Beer Page"")",Sweden,blue,white,
Pattern of Play,Omnipollo,4.56,3.44,0.5%,Non-Alcoholic - IPA,beer-images.beerizer.com%2Fraw%2F69%2F41%2F415461.jpg,"=HYPERLINK(""https://beerizer.com/shop/gedeeldevreugde/pattern-of-play--415461"", ""Beer Page"")",Sweden,black,white,
Paravue,Alefarm Brewing,6.62,3.23,0.5%,Non-Alcoholic - IPA,beer-images.beerizer.com%2Fraw%2F69%2F41%2F415462.jpg,"=HYPERLINK(""https://beerizer.com/shop/gedeeldevreugde/paravue--415462"", ""Beer Page"")",Denmark,blue,white,
Narya,Brouwerij Alvinne,29.90,4.12,5.5%,Grape Ale - Other,beer-images.beerizer.com%2Fraw%2F63%2F41%2F415460.jpg,"=HYPERLINK(""https://beerizer.com/shop/bierbazaar/narya--415460"", ""Beer Page"")",Belgium,green,white,
Tol Eressëa,Brouwerij Alvinne,29.90,4.02,12.5%,Sour - Other,beer-images.beerizer.com%2Fraw%2F63%2F41%2F415457.jpg,"=HYPERLINK(""https://beerizer.com/shop/bierbazaar/tol-eressea--415457"", ""Beer Page"")",Belgium,brown,gold,
The Green Dragon Inn,Brouwerij Alvinne,29.90,3.98,8%,Sour - Other,beer-images.beerizer.com%2Fraw%2F63%2F41%2F415455.jpg,"=HYPERLINK(""https://beerizer.com/shop/bierbazaar/the-green-dragon-inn--415455"", ""Beer Page"")",Belgium,white,blue,
Theodén,Brouwerij Alvinne,29.90,3.85,9%,Belgian Strong Golden Ale,beer-images.beerizer.com%2Fraw%2F63%2F41%2F415458.jpg,"=HYPERLINK(""https://beerizer.com/shop/bierbazaar/theoden--415458"", ""Beer Page"")",Belgium,dark,white,
Barleywine Bridge,Brouwerij Alvinne,29.90,3.76,10%,Barleywine - Other,beer-images.beerizer.com%2Fraw%2F63%2F41%2F415459.jpg,"=HYPERLINK(""https://beerizer.com/shop/bierbazaar/barleywine-bridge--415459"", ""Beer Page"")",Belgium,black,white,
Lembas,Double Shift Brewing Company,29.90,3.56,5.5%,Pilsner - Other,beer-images.beerizer.com%2Fraw%2F63%2F41%2F415456.jpg,"=HYPERLINK(""https://beerizer.com/shop/bierbazaar/lembas--415456"", ""Beer Page"")",United States,brown,yellow,
Patt,Pühaste Brewery,3.50,3.71,6.6%,Porter - American,beer-images.beerizer.com%2Fraw%2F51%2F22%2F228745.png,"=HYPERLINK(""https://beerizer.com/shop/hoptimaal/puhaste-patt--228745"", ""Beer Page"")",Estonia,black,white,
Paradijsvogel,Bird Brewery,3.75,3.51,4.5%,IPA - New England / Hazy,beer-images.beerizer.com%2Fraw%2F51%2F41%2F411969.png,"=HYPERLINK(""https://beerizer.com/shop/hoptimaal/bird-paradijsvogel--411969"", ""Beer Page"")",Netherlands,blue,yellow,
It's A Blond,Brouwerij Kees,3.25,3.33,6%,Belgian Blonde,beer-images.beerizer.com%2Fraw%2F51%2F21%2F217378.png,"=HYPERLINK(""https://beerizer.com/shop/hoptimaal/kees-its-a-blond--217378"", ""Beer Page"")",Netherlands,blue,white,
ROTT.RIDE,ROTT. Brouwers,3.25,3.27,0.3%,Non-Alcoholic - IPA,beer-images.beerizer.com%2Fraw%2F51%2F26%2F263566.png,"=HYPERLINK(""https://beerizer.com/shop/hoptimaal/rottride--263566"", ""Beer Page"")",Netherlands,blue,white,
St. Stevens 1275,Kronenburger Brouwers,3.30,3.68,9.8%,Belgian Quadrupel,beer-images.beerizer.com%2Fraw%2F33%2F27%2F275651.png,"=HYPERLINK(""https://beerizer.com/shop/mr_hop/kronenburger-brouwers-st-stevens-1275--275651"", ""Beer Page"")",Netherlands,pink,white,
Arpus DH Citra Lupomax,Ārpus Brewing Co.,5.50,3.94,5.5%,IPA - New England / Hazy,beer-images.beerizer.com%2Fraw%2F94%2F41%2F415448.jpg,"=HYPERLINK(""https://beerizer.com/shop/verdins/arpus-dh-citra-lupomax--415448"", ""Beer Page"")",Latvia,white,black,
Puhaste  Tart Delight Peach & Mango,Pühaste Brewery,4.99,3.91,5%,Sour - Smoothie / Pastry,beer-images.beerizer.com%2Fraw%2F94%2F41%2F415450.jpg,"=HYPERLINK(""https://beerizer.com/shop/verdins/puhaste-tart-delight-peach-mango--415450"", ""Beer Page"")",Estonia,blue,white,
Arpus Pineapple,Ārpus Brewing Co.,5.99,3.79,5%,Sour - Fruited Berliner Weisse,beer-images.beerizer.com%2Fraw%2F94%2F41%2F415449.jpg,"=HYPERLINK(""https://beerizer.com/shop/verdins/arpus-pineapple--415449"", ""Beer Page"")",Latvia,green,white,
