Name,Brewery,Price,Rating,ABV,Style,Image_File,URL,Country,Label_Color,Text_Color,Analysis_Error
Kriek 100% Lambic Bio 2023 Lambiek/Geuze,Brasserie Cantillon,12.50,4.29,6%,Lambic - Kriek,beer-images.beerizer.com%2Fraw%2F97%2F41%2F416349.png,"=HYPERLINK(""https://beerizer.com/shop/houseofbeers/cantillon-kriek-100-lambic-bio-2023-lambiekgeuze--416349"", ""Beer Page"")",Belgium,dark,white,
Kriek 100% Lambic Bio 2023 Lambiek/Geuze,Brasserie Cantillon,20.00,4.29,6%,Lambic - Kriek,beer-images.beerizer.com%2Fraw%2F97%2F41%2F416350.png,"=HYPERLINK(""https://beerizer.com/shop/houseofbeers/cantillon-kriek-100-lambic-bio-2023-lambiekgeuze--416350"", ""Beer Page"")",Belgium,white,black,
Bourbon County Brand Coffee Barleywine 2018 - (1 pint),Goose Island Beer Co.,65.00,4.29,15.1%,Barleywine - English,beer-images.beerizer.com%2Fraw%2F97%2F41%2F416838.png,"=HYPERLINK(""https://beerizer.com/shop/houseofbeers/goose-island-bourbon-county-brand-coffee-barleywine-2018-1-pint--416838"", ""Beer Page"")",United States,red,white,
Bottle Logic Cephalophilosophy 2023 Stout,Bottle Logic Brewing,39.95,4.29,14.9%,Stout - Imperial / Double Pastry,beer-images.beerizer.com%2Fraw%2F97%2F41%2F416111.png,"=HYPERLINK(""https://beerizer.com/shop/houseofbeers/bottle-logic-cephalophilosophy-2023-stout--416111"", ""Beer Page"")",United States,purple,white,
Etera Tomo 6 Barleywine,Spartacus Brewing,32.95,4.29,15%,Stout - Imperial / Double,beer-images.beerizer.com%2Fraw%2F97%2F41%2F417601.png,"=HYPERLINK(""https://beerizer.com/shop/houseofbeers/spartacus-etera-tomo-6-barleywine--417601"", ""Beer Page"")",Brazil,brown,white,
La Trappe Quadrupel Oak Aged Batch 14 2013,Bierbrouwerij De Koningshoeven,73.00,4.29,10%,Belgian Quadrupel,beer-images.beerizer.com%2Fraw%2F97%2F41%2F417209.png,"=HYPERLINK(""https://beerizer.com/shop/houseofbeers/la-trappe-quadrupel-oak-aged-batch-14-2013--417209"", ""Beer Page"")",Netherlands,dark,light,
Firestone Parabola 2024 Stout,Firestone Walker Brewing Company,18.95,4.29,13.8%,Stout - Russian Imperial,beer-images.beerizer.com%2Fraw%2F97%2F41%2F416747.jpg,"=HYPERLINK(""https://beerizer.com/shop/houseofbeers/firestone-parabola-2024-stout--416747"", ""Beer Page"")",United States,white,black,
De Oude Cam Framboise-Lambiek 2017 Lambiek/Geuze,Geuzestekerij De Cam,27.50,4.29,6%,Lambic - Framboise,beer-images.beerizer.com%2Fraw%2F97%2F41%2F416587.png,"=HYPERLINK(""https://beerizer.com/shop/houseofbeers/de-oude-cam-framboise-lambiek-2017-lambiekgeuze--416587"", ""Beer Page"")",Belgium,gold,black,
Oude Geuze Cuvee Armand & Gaston Vintage 2020 Lambiek/Geuze,Brouwerij 3 Fonteinen,39.95,4.29,7.4%,Lambic - Gueuze,beer-images.beerizer.com%2Fraw%2F97%2F41%2F415774.png,"=HYPERLINK(""https://beerizer.com/shop/houseofbeers/3-fonteinen-oude-geuze-cuvee-armand-gaston-vintage-2020-lambiekgeuze--415774"", ""Beer Page"")",Belgium,green,white,
Braambes Oogst seizoen 18/19 2019 Lambiek/Geuze,Brouwerij 3 Fonteinen,40.00,4.29,6.2%,Lambic - Fruit,beer-images.beerizer.com%2Fraw%2F97%2F41%2F415736.png,"=HYPERLINK(""https://beerizer.com/shop/houseofbeers/3-fonteinen-braambes-oogst-seizoen-1819-2019-lambiekgeuze--415736"", ""Beer Page"")",Belgium,blue,white,
Bourbon County Brand Cherry Wood Stout 2021 - (1 pint),Goose Island Beer Co.,65.00,4.29,14.2%,Stout - Imperial / Double,beer-images.beerizer.com%2Fraw%2F97%2F41%2F416836.png,"=HYPERLINK(""https://beerizer.com/shop/houseofbeers/goose-island-bourbon-county-brand-cherry-wood-stout-2021-1-pint--416836"", ""Beer Page"")",United States,black,white,
